train/loss,step
1460.24267578125,185
1326.7139892578125,186
1415.63720703125,187
1496.1956787109375,188
1281.00634765625,189
1307.07568359375,190
1325.159423828125,191
1366.382080078125,192
1314.2452392578125,193
1231.216796875,194
1186.1917724609375,195
1175.4208984375,196
1175.458251953125,197
1255.10986328125,198
1191.834716796875,199
1294.660888671875,200
1248.9075927734375,201
1312.749267578125,202
1290.2667236328125,203
1084.185302734375,204
1124.442138671875,205
1278.7965087890625,206
1174.07666015625,207
1169.2333984375,208
1203.8116455078125,209
1183.468017578125,210
1249.188232421875,211
1173.812744140625,212
1225.6929931640625,213
1180.850341796875,214
1322.209228515625,215
1367.9830322265625,216
1269.34423828125,217
1196.06005859375,218
1274.87744140625,219
1130.02490234375,220
1153.113525390625,221
1218.5626220703125,222
1219.6551513671875,223
1186.9854736328125,224
1211.78271484375,225
1133.5830078125,226
1117.5411376953125,227
1338.4951171875,228
1300.822265625,229
1125.8472900390625,230
1317.7218017578125,231
1184.213134765625,232
1115.8927001953125,233
1102.15380859375,234
1146.525390625,235
1034.39892578125,236
1085.902099609375,237
1200.386474609375,238
1090.6673583984375,239
1062.568603515625,240
1157.40380859375,241
1002.14599609375,242
1079.233154296875,243
1136.3494873046875,244
1149.1722412109375,245
1144.896728515625,246
1227.5262451171875,247
1166.072998046875,248
1177.8560791015625,249
1081.5634765625,250
1113.82568359375,251
1100.88427734375,252
1107.70703125,253
1201.87646484375,254
1240.124267578125,255
1025.25634765625,256
1102.2481689453125,257
1073.893798828125,258
1051.385498046875,259
1030.810302734375,260
1153.8084716796875,261
1234.629638671875,262
1117.6513671875,263
1206.565673828125,264
1136.396484375,265
941.4900512695312,266
985.6566162109375,267
1023.3861083984375,268
1077.59521484375,269
1219.10498046875,270
1127.4783935546875,271
1196.9537353515625,272
1015.0357055664062,273
1087.6165771484375,274
1088.1649169921875,275
951.3241577148438,276
1131.1751708984375,277
1006.083984375,278
1148.087646484375,279
1031.01123046875,280
1046.499755859375,281
1079.95751953125,282
1108.8287353515625,283
1130.0093994140625,284
1150.93896484375,285
978.997314453125,286
1162.19775390625,287
1112.73486328125,288
989.547607421875,289
1078.9892578125,290
1145.35400390625,291
1092.5323486328125,292
1060.949951171875,293
1046.3629150390625,294
1102.989990234375,295
1092.11328125,296
1275.77734375,297
1122.12841796875,298
953.3285522460938,299
1007.2269897460938,300
1072.116455078125,301
953.5494384765625,302
1058.03564453125,303
1009.2124633789062,304
1045.48974609375,305
1083.00537109375,306
1102.326904296875,307
1130.041259765625,308
1144.923828125,309
1112.18994140625,310
1092.1597900390625,311
1020.355712890625,312
977.5924072265625,313
979.4292602539062,314
909.14306640625,315
969.6962280273438,316
1108.1337890625,317
1046.93994140625,318
995.526611328125,319
1050.732421875,320
917.4035034179688,321
1095.781494140625,322
1041.32373046875,323
973.9498291015625,324
1033.5472412109375,325
1136.5252685546875,326
1021.0462646484375,327
1008.5013427734375,328
1022.1900024414062,329
964.8289794921875,330
1049.68212890625,331
1011.2745361328125,332
1007.4497680664062,333
1152.653564453125,334
1096.7978515625,335
1085.6221923828125,336
973.7313232421875,337
1007.29833984375,338
1223.39990234375,339
1039.880859375,340
1090.9573974609375,341
1009.0889892578125,342
1018.5574951171875,343
1007.4219360351562,344
996.2152709960938,345
1037.9761962890625,346
1035.016845703125,347
994.72900390625,348
1010.0112915039062,349
1114.2095947265625,350
879.6622314453125,351
973.8262939453125,352
1075.633544921875,353
1070.7940673828125,354
1045.2623291015625,355
919.2027587890625,356
946.4876098632812,357
978.556640625,358
1127.776123046875,359
1060.053466796875,360
941.8238525390625,361
1093.1312255859375,362
1013.4171142578125,363
1073.5035400390625,364
947.9512939453125,365
1219.6461181640625,366
1117.6131591796875,367
1064.1610107421875,368
1026.245361328125,369
953.9041137695312,370
947.59130859375,371
1102.4361572265625,372
1056.799072265625,373
1051.3492431640625,374
1064.2681884765625,375
1165.4757080078125,376
1029.627197265625,377
922.9883422851562,378
1012.4808349609375,379
943.52001953125,380
1198.834228515625,381
920.6776123046875,382
957.8753051757812,383
1065.0845947265625,384
944.19921875,385
917.61572265625,386
981.311279296875,387
852.3334350585938,388
964.47021484375,389
1011.3546752929688,390
1080.075927734375,391
1144.57958984375,392
916.0719604492188,393
994.63671875,394
921.527099609375,395
1173.6796875,396
959.8480834960938,397
1015.6111450195312,398
986.611083984375,399
928.093505859375,400
923.9625854492188,401
1039.4306640625,402
1080.555908203125,403
1025.087646484375,404
1034.2677001953125,405
1038.710693359375,406
1090.025390625,407
1051.1121826171875,408
1008.1373291015625,409
1020.3609619140625,410
1001.297607421875,411
983.276123046875,412
1074.769775390625,413
920.754150390625,414
927.8934936523438,415
958.2969970703125,416
1123.567626953125,417
980.1602783203125,418
1042.6353759765625,419
1146.533203125,420
972.8857421875,421
869.3472900390625,422
1034.2291259765625,423
974.0182495117188,424
1079.206298828125,425
999.5421142578125,426
875.1051025390625,427
915.89892578125,428
1050.353759765625,429
1049.341796875,430
962.3616943359375,431
1034.743896484375,432
990.8568725585938,433
876.0469970703125,434
912.9013061523438,435
1078.540283203125,436
940.5427856445312,437
977.038330078125,438
1058.3575439453125,439
996.9285888671875,440
1021.543701171875,441
938.4827880859375,442
948.1052856445312,443
1067.586669921875,444
866.158447265625,445
1033.20068359375,446
1008.0722045898438,447
990.7061157226562,448
1045.6343994140625,449
938.873291015625,450
909.3038330078125,451
989.5958251953125,452
936.8807373046875,453
973.947998046875,454
1019.3878173828125,455
1083.1356201171875,456
1026.595947265625,457
892.8965454101562,458
1110.6204833984375,459
1011.600830078125,460
1050.974609375,461
1134.29248046875,462
1006.403564453125,463
977.6128540039062,464
1066.94970703125,465
838.0166625976562,466
1039.206298828125,467
887.4306030273438,468
1101.642578125,469
1033.870361328125,470
977.172607421875,471
978.436767578125,472
984.2281494140625,473
998.2832641601562,474
1006.60595703125,475
1097.310546875,476
963.20556640625,477
1017.943359375,478
1090.2647705078125,479
1102.949462890625,480
1024.515869140625,481
942.4110107421875,482
892.1768798828125,483
1116.148193359375,484
902.3214111328125,485
1026.921875,486
940.58837890625,487
1099.59765625,488
966.121337890625,489
1008.104248046875,490
951.4212646484375,491
972.9912109375,492
1073.841064453125,493
936.302978515625,494
889.1580810546875,495
1121.2615966796875,496
954.5240478515625,497
908.9358520507812,498
861.613037109375,499
1017.6779174804688,500
1002.518798828125,501
979.5330810546875,502
1028.752685546875,503
834.23779296875,504
910.5239868164062,505
903.2171020507812,506
933.1704711914062,507
887.1267700195312,508
1096.06005859375,509
896.962158203125,510
1034.2957763671875,511
984.37841796875,512
1045.6175537109375,513
930.0349731445312,514
886.212890625,515
919.1707763671875,516
943.8177490234375,517
938.9281005859375,518
927.7469482421875,519
997.822021484375,520
992.3365478515625,521
849.0297241210938,522
1040.9736328125,523
943.1863403320312,524
917.2196044921875,525
1005.7559814453125,526
801.9813232421875,527
919.7337646484375,528
979.8314208984375,529
946.377685546875,530
1076.744384765625,531
976.654296875,532
944.8463745117188,533
1038.2042236328125,534
1159.6015625,535
998.1976318359375,536
918.339111328125,537
951.8455810546875,538
1148.682861328125,539
1008.388671875,540
894.015869140625,541
876.1766357421875,542
1043.099609375,543
951.6602783203125,544
1008.9547119140625,545
1073.1602783203125,546
913.6044311523438,547
1184.3555908203125,548
967.4822998046875,549
1044.8135986328125,550
961.4954223632812,551
995.330810546875,552
956.9563598632812,553
927.5179443359375,554
893.4559936523438,555
934.2135620117188,556
904.4002075195312,557
1041.326904296875,558
1013.9429321289062,559
939.2023315429688,560
1032.8837890625,561
948.1614990234375,562
873.2005615234375,563
955.4779663085938,564
933.4625244140625,565
967.7543334960938,566
880.66162109375,567
936.6866455078125,568
992.7490234375,569
923.8253784179688,570
856.0809936523438,571
842.8994140625,572
877.5777587890625,573
1143.5596923828125,574
989.6902465820312,575
988.7893676757812,576
972.2803955078125,577
959.201171875,578
935.060791015625,579
904.5115966796875,580
945.6738891601562,581
1001.2037353515625,582
928.5950317382812,583
992.4927978515625,584
865.10205078125,585
901.5302734375,586
800.7569580078125,587
1018.38037109375,588
988.6954345703125,589
853.3828125,590
912.4876708984375,591
990.9666748046875,592
1009.8016967773438,593
899.8890991210938,594
965.0360107421875,595
885.182373046875,596
955.3220825195312,597
882.9578857421875,598
945.632568359375,599
893.1434326171875,600
1014.6574096679688,601
916.3692016601562,602
917.9410400390625,603
1056.045654296875,604
928.197021484375,605
979.7138671875,606
966.3138427734375,607
979.4451293945312,608
1003.4917602539062,609
969.325439453125,610
1019.4139404296875,611
1022.3680419921875,612
1127.27294921875,613
909.4842529296875,614
792.9537963867188,615
1004.305419921875,616
869.436279296875,617
974.8080444335938,618
1049.046142578125,619
918.2559814453125,620
902.0245971679688,621
949.2366333007812,622
792.4373168945312,623
858.8218994140625,624
960.6862182617188,625
1120.5411376953125,626
943.771728515625,627
973.489990234375,628
898.165771484375,629
841.6846923828125,630
842.0640869140625,631
968.3320922851562,632
988.7617797851562,633
1015.88232421875,634
905.6641235351562,635
911.2633666992188,636
974.9097900390625,637
780.3894653320312,638
887.017333984375,639
924.9894409179688,640
1028.8258056640625,641
945.3909912109375,642
876.9410400390625,643
938.5062255859375,644
1045.7320556640625,645
763.06494140625,646
985.8131103515625,647
923.2918701171875,648
886.148193359375,649
837.7386474609375,650
943.9869384765625,651
1031.430419921875,652
833.5881958007812,653
972.5073852539062,654
868.2843017578125,655
813.1429443359375,656
953.4435424804688,657
939.4371948242188,658
1022.7802124023438,659
922.0653076171875,660
922.5030517578125,661
889.388427734375,662
830.0541381835938,663
738.7276611328125,664
928.958251953125,665
929.7222900390625,666
849.86474609375,667
965.8551025390625,668
971.1710205078125,669
964.664306640625,670
926.5360107421875,671
822.4972534179688,672
1072.515380859375,673
914.8458251953125,674
893.2379760742188,675
896.4688720703125,676
967.4345703125,677
873.6608276367188,678
976.519775390625,679
836.65576171875,680
837.3702392578125,681
995.2508544921875,682
949.087158203125,683
798.9971923828125,684
794.799560546875,685
912.3949584960938,686
895.6046142578125,687
852.1001586914062,688
789.256103515625,689
970.15966796875,690
901.172607421875,691
914.8362426757812,692
826.7291259765625,693
942.9176025390625,694
963.0810546875,695
879.9140625,696
879.6046142578125,697
1018.6906127929688,698
888.545166015625,699
1001.661865234375,700
844.2096557617188,701
982.0257568359375,702
912.6536865234375,703
834.2640380859375,704
894.1837158203125,705
958.88671875,706
762.3383178710938,707
952.05322265625,708
868.3275756835938,709
970.2432861328125,710
881.218505859375,711
891.8717651367188,712
895.7880859375,713
1031.620361328125,714
909.0794067382812,715
793.16552734375,716
899.087646484375,717
885.4942626953125,718
960.3428955078125,719
878.609375,720
1051.354248046875,721
863.260986328125,722
882.777587890625,723
1090.4495849609375,724
839.6458740234375,725
901.4116821289062,726
878.178466796875,727
939.3506469726562,728
878.9578857421875,729
818.546630859375,730
823.33544921875,731
838.0224609375,732
1010.6417236328125,733
947.73193359375,734
922.4492797851562,735
898.8153076171875,736
860.4664306640625,737
1004.2081298828125,738
996.3977661132812,739
939.8941650390625,740
871.8431396484375,741
936.0079956054688,742
798.7379150390625,743
765.983154296875,744
990.6060180664062,745
714.1678466796875,746
822.6622314453125,747
948.3071899414062,748
985.419921875,749
874.5503540039062,750
899.3408813476562,751
863.1995849609375,752
863.2467651367188,753
881.21826171875,754
963.3587646484375,755
846.140625,756
1031.35205078125,757
841.7359619140625,758
925.07177734375,759
1030.9024658203125,760
852.4740600585938,761
713.8432006835938,762
833.8602905273438,763
1013.0577392578125,764
886.8674926757812,765
1024.328369140625,766
847.8574829101562,767
955.0743408203125,768
1009.3838500976562,769
889.6985473632812,770
865.5909423828125,771
873.6165161132812,772
714.3230590820312,773
796.1767578125,774
850.9241943359375,775
901.4246826171875,776
932.404052734375,777
812.4893188476562,778
820.1822509765625,779
891.8255615234375,780
859.716796875,781
1006.4295654296875,782
947.9266967773438,783
1043.13818359375,784
943.7046508789062,785
1085.169677734375,786
891.5827026367188,787
926.1824951171875,788
839.3919677734375,789
933.9121704101562,790
819.808837890625,791
812.9552001953125,792
1044.8521728515625,793
939.2066650390625,794
904.6300048828125,795
906.6788940429688,796
821.441650390625,797
946.7818603515625,798
787.9520874023438,799
881.6043701171875,800
959.130126953125,801
785.4493408203125,802
803.6728515625,803
769.54345703125,804
880.3820190429688,805
954.6337280273438,806
885.3765869140625,807
849.451904296875,808
777.389892578125,809
862.761474609375,810
930.284912109375,811
774.9571533203125,812
938.1109619140625,813
832.050537109375,814
824.244873046875,815
927.6342163085938,816
903.0211181640625,817
823.1644287109375,818
915.0092163085938,819
703.1781005859375,820
816.77685546875,821
915.3540649414062,822
813.1492309570312,823
811.625,824
962.8483276367188,825
838.42138671875,826
761.0052490234375,827
964.27001953125,828
922.1749267578125,829
863.0360717773438,830
832.4512939453125,831
885.5274658203125,832
1016.5098876953125,833
871.865966796875,834
788.6583862304688,835
936.533203125,836
900.1083984375,837
912.8367919921875,838
828.5274658203125,839
911.043701171875,840
901.7800903320312,841
886.9028930664062,842
893.0115966796875,843
907.51953125,844
837.2495727539062,845
713.18603515625,846
1082.9110107421875,847
789.564208984375,848
842.12841796875,849
794.1961059570312,850
823.831298828125,851
863.802001953125,852
924.7476196289062,853
895.5743408203125,854
839.58642578125,855
767.4056396484375,856
786.95458984375,857
879.2862548828125,858
993.3516845703125,859
876.0494384765625,860
846.3839111328125,861
759.697509765625,862
862.5935668945312,863
884.3877563476562,864
899.4526977539062,865
810.8772583007812,866
829.357421875,867
786.762451171875,868
852.5150146484375,869
781.112060546875,870
725.834716796875,871
853.555908203125,872
756.101806640625,873
912.9105834960938,874
890.748291015625,875
881.928466796875,876
859.619873046875,877
836.3096923828125,878
893.3182373046875,879
821.246826171875,880
938.9031982421875,881
938.1025390625,882
815.927978515625,883
850.6060180664062,884
861.0991821289062,885
965.749755859375,886
936.3800659179688,887
836.595703125,888
863.3238525390625,889
872.6231689453125,890
916.5517578125,891
932.6995849609375,892
911.6298828125,893
837.652099609375,894
802.0718383789062,895
767.238525390625,896
936.3350830078125,897
851.512939453125,898
886.51318359375,899
950.3536376953125,900
864.802001953125,901
1001.340087890625,902
918.342529296875,903
837.6746826171875,904
1032.9481201171875,905
875.4854736328125,906
790.080322265625,907
834.82666015625,908
951.1790771484375,909
703.7530517578125,910
808.2713623046875,911
902.036865234375,912
887.0986938476562,913
944.1802368164062,914
738.3810424804688,915
813.729736328125,916
823.72998046875,917
823.0515747070312,918
1068.6160888671875,919
816.2863159179688,920
801.59033203125,921
790.6192626953125,922
854.17431640625,923
933.2269897460938,924
822.3753051757812,925
818.0612182617188,926
900.1544189453125,927
866.201416015625,928
914.221923828125,929
829.7545166015625,930
916.408935546875,931
821.2402954101562,932
785.9675903320312,933
762.6414794921875,934
833.8779907226562,935
777.3013305664062,936
866.7162475585938,937
733.6830444335938,938
814.4772338867188,939
798.4500732421875,940
802.0674438476562,941
891.4467163085938,942
849.3148193359375,943
757.7227172851562,944
798.916015625,945
763.7105102539062,946
846.43359375,947
810.801025390625,948
846.742919921875,949
887.4119873046875,950
939.4055786132812,951
879.2855224609375,952
834.474853515625,953
842.1940307617188,954
875.2584838867188,955
737.7738037109375,956
861.6814575195312,957
738.75341796875,958
863.39404296875,959
968.32470703125,960
737.4926147460938,961
937.8668212890625,962
862.5887451171875,963
863.6297607421875,964
675.85302734375,965
808.9368896484375,966
735.4111328125,967
801.56591796875,968
883.36083984375,969
831.4835815429688,970
778.1912841796875,971
756.4488525390625,972
921.9771728515625,973
781.2479248046875,974
729.563720703125,975
877.0331420898438,976
735.6580810546875,977
747.97265625,978
816.1370239257812,979
898.0338134765625,980
819.5504150390625,981
792.7597045898438,982
829.0679931640625,983
842.611572265625,984
714.3629150390625,985
822.1472778320312,986
809.6175537109375,987
779.4943237304688,988
918.2146606445312,989
811.914794921875,990
866.3485107421875,991
890.7620849609375,992
820.7777099609375,993
773.3456420898438,994
847.3662109375,995
764.0418090820312,996
797.4249267578125,997
811.2664794921875,998
740.5070190429688,999
747.6697998046875,1000
713.1506958007812,1001
833.9696044921875,1002
767.2047729492188,1003
800.720458984375,1004
750.3073120117188,1005
1020.5150756835938,1006
788.0111083984375,1007
816.8350219726562,1008
835.4509887695312,1009
749.42919921875,1010
899.6347045898438,1011
855.7473754882812,1012
885.8694458007812,1013
810.5440673828125,1014
774.6036376953125,1015
772.29443359375,1016
855.9486083984375,1017
840.4083862304688,1018
788.4521484375,1019
801.2565307617188,1020
708.9736328125,1021
787.8994140625,1022
918.7940673828125,1023
756.2303466796875,1024
826.6512451171875,1025
814.2543334960938,1026
691.455810546875,1027
756.7152709960938,1028
722.5279541015625,1029
927.2142944335938,1030
825.7034912109375,1031
741.5399169921875,1032
713.0167236328125,1033
809.3419189453125,1034
849.0795288085938,1035
878.56494140625,1036
813.198974609375,1037
802.5860595703125,1038
876.30810546875,1039
778.64453125,1040
833.867431640625,1041
827.40380859375,1042
837.1069946289062,1043
744.130859375,1044
904.3458251953125,1045
686.8941040039062,1046
846.59326171875,1047
817.6298217773438,1048
682.6085205078125,1049
915.3538208007812,1050
739.3814697265625,1051
707.2330322265625,1052
848.7418212890625,1053
766.3301391601562,1054
748.2894897460938,1055
867.2078857421875,1056
794.9110107421875,1057
907.798583984375,1058
698.8572998046875,1059
834.5588989257812,1060
803.9647216796875,1061
786.0399169921875,1062
861.8262939453125,1063
679.1181030273438,1064
680.8163452148438,1065
881.8455200195312,1066
833.763427734375,1067
841.8226318359375,1068
831.9766845703125,1069
920.318603515625,1070
839.8587036132812,1071
791.0256958007812,1072
751.1121826171875,1073
803.7550048828125,1074
797.73779296875,1075
807.381103515625,1076
794.7310791015625,1077
741.7135620117188,1078
704.736572265625,1079
753.48486328125,1080
752.9141235351562,1081
758.3478393554688,1082
859.186279296875,1083
885.174560546875,1084
762.1432495117188,1085
939.7607421875,1086
858.2936401367188,1087
959.828125,1088
755.3043823242188,1089
863.5120239257812,1090
743.9957275390625,1091
850.7265625,1092
801.853515625,1093
923.1438598632812,1094
786.635986328125,1095
743.3848876953125,1096
756.8035888671875,1097
859.742919921875,1098
889.0291748046875,1099
744.4139404296875,1100
857.119873046875,1101
774.0001220703125,1102
725.99169921875,1103
769.074951171875,1104
778.6819458007812,1105
706.0443115234375,1106
945.1742553710938,1107
793.7197265625,1108
844.5655517578125,1109
834.0918579101562,1110
765.7569580078125,1111
744.6688232421875,1112
804.9410400390625,1113
819.70947265625,1114
864.747802734375,1115
728.2794189453125,1116
760.17578125,1117
802.6806030273438,1118
694.808349609375,1119
834.2353515625,1120
851.080078125,1121
692.8988037109375,1122
827.87841796875,1123
666.8245849609375,1124
771.9815063476562,1125
747.3922119140625,1126
808.0982666015625,1127
825.5382080078125,1128
881.675537109375,1129
760.4747924804688,1130
830.2720947265625,1131
743.6929931640625,1132
777.825439453125,1133
646.6861572265625,1134
869.9136352539062,1135
723.1851806640625,1136
836.2310180664062,1137
819.1812744140625,1138
806.138916015625,1139
816.28271484375,1140
830.9815063476562,1141
718.8579711914062,1142
819.686279296875,1143
675.1680908203125,1144
753.8250732421875,1145
865.6726684570312,1146
803.5732421875,1147
746.0792236328125,1148
684.8507690429688,1149
745.9183349609375,1150
842.0156860351562,1151
825.9890747070312,1152
733.8759765625,1153
718.0711059570312,1154
723.7266845703125,1155
833.1029663085938,1156
931.2880249023438,1157
810.608154296875,1158
765.1207885742188,1159
797.402587890625,1160
724.7296752929688,1161
858.5506591796875,1162
782.7615356445312,1163
839.53955078125,1164
948.6749267578125,1165
756.876708984375,1166
704.1251220703125,1167
917.0684204101562,1168
880.4033203125,1169
749.614501953125,1170
801.0343017578125,1171
751.6537475585938,1172
787.5106201171875,1173
831.9671020507812,1174
915.8432006835938,1175
702.1875610351562,1176
874.3245849609375,1177
742.6926879882812,1178
743.116455078125,1179
924.2335205078125,1180
864.553466796875,1181
733.4991455078125,1182
751.8573608398438,1183
752.6799926757812,1184
814.044921875,1185
714.336181640625,1186
848.6172485351562,1187
844.686279296875,1188
676.1510009765625,1189
831.8154296875,1190
693.3076782226562,1191
744.685791015625,1192
789.2603759765625,1193
781.3509521484375,1194
831.9808349609375,1195
835.4268798828125,1196
757.2022705078125,1197
1002.2362060546875,1198
744.054443359375,1199
998.3938598632812,1200
802.979736328125,1201
798.43896484375,1202
824.2286987304688,1203
741.58349609375,1204
801.7530517578125,1205
750.16259765625,1206
706.4388427734375,1207
689.383056640625,1208
832.8192749023438,1209
770.9302978515625,1210
844.3658447265625,1211
712.2999267578125,1212
720.296630859375,1213
746.2303466796875,1214
782.9808349609375,1215
865.5322265625,1216
720.679931640625,1217
841.6619873046875,1218
787.6717529296875,1219
757.582275390625,1220
738.6661376953125,1221
741.985595703125,1222
770.658203125,1223
786.3673095703125,1224
746.9191284179688,1225
843.4752197265625,1226
877.3602294921875,1227
734.5205078125,1228
705.2218017578125,1229
752.8765258789062,1230
902.6900634765625,1231
715.5096435546875,1232
867.8186645507812,1233
791.391357421875,1234
890.716796875,1235
777.2382202148438,1236
720.0194091796875,1237
861.0936889648438,1238
803.0653076171875,1239
827.1785888671875,1240
713.6392822265625,1241
729.8504638671875,1242
712.7894287109375,1243
779.3555908203125,1244
876.7940673828125,1245
843.3319702148438,1246
849.30078125,1247
744.5823974609375,1248
864.35986328125,1249
775.6670532226562,1250
738.3594970703125,1251
808.9215087890625,1252
914.27587890625,1253
728.158203125,1254
778.9960327148438,1255
795.0433349609375,1256
797.6221313476562,1257
811.4638671875,1258
813.5966796875,1259
723.567626953125,1260
849.0023193359375,1261
841.690673828125,1262
696.40087890625,1263
765.8239135742188,1264
833.2286376953125,1265
748.58056640625,1266
838.5895385742188,1267
813.2577514648438,1268
805.3380126953125,1269
776.477783203125,1270
753.8052978515625,1271
709.7138671875,1272
797.5198974609375,1273
809.3192749023438,1274
814.632568359375,1275
798.103515625,1276
655.0145263671875,1277
686.0748291015625,1278
912.5704956054688,1279
691.7584228515625,1280
810.5071411132812,1281
798.8070678710938,1282
774.1110229492188,1283
741.6651611328125,1284
802.5247802734375,1285
758.748291015625,1286
754.1346435546875,1287
828.8275146484375,1288
798.3676147460938,1289
871.2451171875,1290
775.193603515625,1291
708.86376953125,1292
968.968505859375,1293
735.2335815429688,1294
677.2638549804688,1295
859.765625,1296
745.8287353515625,1297
765.1370239257812,1298
841.2019653320312,1299
763.44677734375,1300
796.06689453125,1301
768.127197265625,1302
731.4849243164062,1303
788.7321166992188,1304
759.5909423828125,1305
811.0934448242188,1306
703.0260009765625,1307
815.30859375,1308
841.8489379882812,1309
747.3399658203125,1310
854.8143310546875,1311
802.2177734375,1312
725.2958374023438,1313
727.741455078125,1314
779.479736328125,1315
753.691162109375,1316
748.2883911132812,1317
846.75244140625,1318
884.6541137695312,1319
699.893798828125,1320
685.7701416015625,1321
704.2275390625,1322
839.8493041992188,1323
761.8455200195312,1324
753.048095703125,1325
711.60400390625,1326
816.5631103515625,1327
757.1475830078125,1328
686.8710327148438,1329
798.3264770507812,1330
864.980712890625,1331
743.1886596679688,1332
806.89990234375,1333
862.513916015625,1334
827.2415771484375,1335
854.758544921875,1336
660.242919921875,1337
794.2587280273438,1338
838.32568359375,1339
717.9034423828125,1340
779.432861328125,1341
860.2353515625,1342
783.5870361328125,1343
693.8286743164062,1344
821.28857421875,1345
795.7196044921875,1346
767.8274536132812,1347
838.0203857421875,1348
783.5325927734375,1349
755.63134765625,1350
783.6524658203125,1351
780.8192138671875,1352
831.701171875,1353
670.2338256835938,1354
817.005859375,1355
763.4969482421875,1356
829.4973754882812,1357
765.3951416015625,1358
712.739013671875,1359
755.4246826171875,1360
799.16162109375,1361
725.3851928710938,1362
711.0098266601562,1363
790.765625,1364
701.150146484375,1365
843.2225341796875,1366
828.216796875,1367
832.9931030273438,1368
799.92529296875,1369
858.5626220703125,1370
934.2835083007812,1371
755.8982543945312,1372
697.9591064453125,1373
724.5355834960938,1374
755.5809326171875,1375
729.0218505859375,1376
658.485107421875,1377
791.5635375976562,1378
837.8224487304688,1379
826.8475952148438,1380
828.98974609375,1381
814.642333984375,1382
777.5297241210938,1383
738.3598022460938,1384
789.3447265625,1385
